"SID"	"count"	"gene"	"n"	"pvalue"	"qvalue"
"15:90198682-90201681"	3000	"KIF7"	3	0.597158409085274	1
"15:90234014-90236957"	2944	"PEX11A"	5	0.0739994641295631	1
"15:90294541-90297539"	2999	"MESP1"	1	0.782705085448496	1
"15:90316588-90319587"	3000	"MESP2"	0	0.941072372260336	1
"15:90358094-90361071"	2978	"ANPEP"	4	0.143491437853226	1
"15:90456114-90459113"	3000	"C15orf38-AP3S2"	2	0.597604377324373	1
"15:90459114-90459187"	74	"C15orf38"	0	NA	NA
"15:90541751-90544622"	2872	"ZNF710"	0	0.929775278482174	1
"15:90645709-90648707"	2999	"IDH2"	3	0.530795024126373	1
"15:90789763-90789786"	24	"TTLL13"	0	NA	NA
"15:90789787-90792760"	2974	"RP11-697E2.6"	0	NA	NA
"15:90892476-90895570"	3094	"ZNF774"	8	0.00752613003418033	1
"15:90928472-90931448"	2977	"IQGAP1"	2	0.545750062353019	1
"15:91070197-91073275"	3078	"CRTC3"	1	0.796256574473515	1
"15:91257578-91260623"	3045	"BLM"	1	0.78154515329031	1
"15:91408884-91411820"	2937	"FURIN"	2	0.503880695276924	1
"15:91426688-91427640"	953	"FES"	0	0.58560461466174	1
"15:91444419-91446220"	1802	"MAN2A2"	2	0.236349667306629	1
"15:91475803-91478798"	2996	"HDDC3"	2	0.512008037235486	1
"15:91496062-91497030"	969	"RCCD1"	0	0.598666304371312	1
"15:91538859-91541208"	2085	"PRC1"	1	0.550160220693149	1
"15:91565833-91568832"	3000	"VPS33B"	3	0.318288379171946	1
"15:91640181-91643513"	3332	"SV2B"	5	0.249907578716557	1
"15:92393937-92397084"	3147	"SLCO3A1"	2	0.946233304976081	1
"15:92934139-92937056"	2918	"ST8SIA2"	2	0.925605311763561	1
"15:93199188-93354997"	3016	"FAM174B"	0	0.977114660832002	1
"15:93440550-93443056"	2507	"CHD2"	1	0.751003405623363	1
"15:93616892-93633691"	3563	"RGMA"	0	0.990004085543591	1
"15:94838494-94841493"	3000	"MCTP2"	4	0.47235984058633	1
"15:96867018-96873944"	3171	"NR2F2"	4	0.77834170654937	1
"15:97325631-97326018"	388	"SPATA8"	1	0.230405960377137	1
"15:98500932-98503926"	2995	"ARRDC4"	5	0.851218703670183	1
"15:99189760-99192271"	2512	"IGF1R"	5	0.164500405613953	1
"15:99551024-99551884"	861	"PGPEP1L"	0	0.668026072369815	1
"15:99788816-99791744"	2929	"LRRC28"	5	0.695887133138345	1
"15:100014382-100106183"	3387	"MEF2A"	3	0.598557405049801	1
"15:100273663-100276625"	2963	"LYSMD4"	8	0.0847465431062692	1
"15:100882210-100885182"	2973	"ADAMTS17"	5	0.586620298628443	1
"15:101084618-101087924"	3307	"CERS3"	3	0.832802159915019	1
"15:101142445-101142737"	293	"ASB7"	1	0.0546898443721287	1
"15:101417008-101419579"	2572	"ALDH1A3"	1	0.796987000032868	1
"15:101456831-101459418"	2588	"LRRK1"	3	0.375572351847945	1
"15:101792137-101795136"	3000	"CHSY1"	0	0.954825660073931	1
"15:101817655-101818712"	1058	"VIMP"	1	NA	NA
"15:101835456-101838455"	3000	"SNRPA1"	1	0.844836591828808	1
"15:102030042-102033186"	3145	"PCSK6"	3	0.726168437095162	1
"15:102192594-102193798"	1205	"TM2D3"	5	0.0199974624635802	1
"15:102264807-102267644"	2838	"TARSL2"	3	0.520959055299979	1
"15:102342922-102345900"	2979	"OR4F6"	4	0.519440386139816	1
"15:102355389-102358364"	2976	"OR4F15"	3	0.705062967476918	1
"15:102463298-102466261"	2964	"OR4F4"	4	NA	NA
"16:69448-72447"	3000	"WASH4P"	13	NA	NA
"16:103628-106627"	3000	"POLR3K"	3	NA	NA
"16:122629-125628"	3000	"RHBDF1"	3	0.318419660748254	1
"16:125629-128254"	2626	"MPG"	2	0.457250287063684	1
"16:188859-191696"	2838	"NPRL3"	6	0.0537829469045309	1
"16:199853-202684"	2832	"HBZ"	1	0.743873479340035	1
"16:212976-215975"	3000	"HBM"	2	0.526174203533284	1
"16:219845-222844"	3000	"HBA2"	4	0.144998407489877	1
"16:223709-226677"	2969	"HBA1"	3	0.294401787759342	1
"16:227521-230450"	2930	"HBQ1"	4	0.135332102691096	1
"16:255926-282140"	3572	"LUC7L"	0	0.964845849325985	1
"16:282141-284543"	2403	"ITFG3"	1	NA	NA
"16:325929-328928"	3000	"RGS11"	2	0.542507163266287	1
"16:328929-330604"	1676	"ARHGDIG"	2	0.214388101777758	1
"16:402659-405672"	3014	"AXIN1"	3	0.299478270001184	1
"16:431982-437660"	3548	"TMEM8A"	3	0.445569239044442	1
"16:444191-447188"	2997	"NME4"	0	0.946700024070435	1
"16:450759-451824"	1066	"DECR2"	4	0.00397606924590253	1
"16:472667-475617"	2951	"RAB11FIP3"	2	0.516449738787467	1
"16:574855-577854"	3000	"CAPN15"	2	0.527851084499839	1
"16:637088-640087"	3000	"RAB40C"	2	0.537632413216205	1
"16:679272-680930"	1659	"WFIKKN1"	1	0.46593614686706	1
"16:686302-686357"	56	"C16orf13"	0	NA	NA
"16:715085-718084"	3000	"RHOT2"	2	0.534678356802994	1
"16:724174-725664"	1491	"RHBDL1"	1	0.410355324559357	1
"16:728268-730274"	2007	"STUB1"	1	0.564428497850552	1
"16:740400-740495"	96	"WDR24"	0	0.0869335782523522	1
"16:756471-756691"	221	"FBXL16"	0	0.188914323754356	1
"16:762172-765113"	2942	"METRN"	0	0.938679118255589	1
"16:769655-771140"	1486	"FAM173A"	0	0.755584907101505	1
"16:776473-777102"	630	"CCDC78"	1	0.119910470830485	1
"16:777103-793996"	6110	"NARFL"	6	0.67000363711543	1
"16:807764-811087"	3323	"MSLN"	2	0.603384089321108	1
"16:838383-838620"	238	"CHTF18"	0	0.201859473241486	1
"16:850733-852441"	1709	"GNG13"	1	0.478950045922	1
"16:852442-855441"	1360	"PRR25"	1	0.366992293095453	1
"16:1020999-1023983"	2985	"LMF1"	4	0.15377849865134	1
"16:1028807-1031806"	3000	"SOX8"	2	0.607412726067606	1
"16:1119755-1128779"	3002	"SSTR5"	7	0.0395669999965487	1
"16:1146244-1149243"	3000	"C1QTNF8"	8	0.0140960163411281	1
"16:1200240-1203703"	3463	"CACNA1H"	3	0.456867135721928	1
"16:1275257-1278253"	2997	"TPSG1"	10	0.000873639148292948	1
"16:1287696-1290695"	3000	"TPSAB1"	12	4.85390170887291e-05	0.688137645266912
"16:1303272-1306132"	2861	"TPSD1"	4	0.142594979263933	1
"16:1356153-1358879"	2727	"UBE2I"	5	0.105562538272764	1
"16:1381504-1385502"	3998	"BAIAP3"	8	0.0108682718582136	1
"16:1401912-1401922"	11	"TSR3"	0	0.0104678885486286	1
"16:1464692-1467691"	3000	"UNKL"	2	0.525049320771387	1
"16:1470801-1481383"	2091	"C16orf91"	2	0.305613835966602	1
"16:1525581-1528084"	2504	"CLCN7"	6	0.00881315711081881	1
"16:1538936-1540362"	1427	"PTX4"	1	0.390040660890368	1
"16:1540363-1543362"	3000	"TELO2"	6	0.0229088537933702	1
"16:1583495-1586317"	2174	"IFT140"	5	0.0145746799699584	1
"16:1662111-1662324"	214	"CRAMP1L"	1	NA	NA
"16:1727337-1729275"	1924	"HN1L"	3	NA	NA
"16:1753220-1756182"	2963	"MAPK8IP3"	1	0.793719211098055	1
"16:1821731-1824730"	1698	"NME3"	1	0.499601208161242	1
"16:1824731-1826155"	1425	"MRPS34"	1	0.410655825072243	1
"16:1832821-1832900"	80	"SPSB3"	1	0.00295653697892677	1
"16:1844972-1846733"	1762	"IGFALS"	0	0.826114067337903	1
"16:1877158-1880157"	3000	"HAGH"	4	0.337719533557685	1
"16:1918186-1921185"	71	"MEIOB"	0	0.0669779144104194	1
"16:1968441-1971230"	2790	"HS3ST6"	3	0.389120920654997	1
"16:1993327-1993972"	646	"MSRB1"	0	0.466556911061374	1
"16:2004727-2006550"	1824	"RPL3L"	1	0.539057381446143	1
"16:2006552-2009551"	3000	"NDUFB10"	4	0.166082931831541	1
"16:2014976-2016873"	1898	"RPS2"	4	0.286231460121214	1
"16:2019037-2022036"	2980	"TBL3"	2	0.560964792831573	1
"16:2032934-2034212"	1279	"GFER"	1	0.35996386898792	1
"16:2037750-2039944"	2131	"SYNGR3"	3	0.348470973796431	1
"16:2059824-2062762"	2923	"ZNF598"	0	0.945194884693903	1
"16:2066520-2069544"	3024	"NPW"	6	0.174552797753941	1
"16:2073868-2076867"	2985	"SLC9A3R2"	3	0.3347767554628	1
"16:2097867-2100866"	2964	"NTHL1"	0	0.947386241561542	1
"16:2185899-2188898"	2920	"PKD1"	3	0.316186054751025	1
"16:2195650-2198623"	2974	"RAB26"	1	0.792338926328485	1
"16:2204166-2205764"	1599	"TRAF7"	2	0.209047383446566	1
"16:2246526-2249464"	2939	"CASKIN1"	3	0.327232808611007	1
"16:2252177-2255176"	3000	"MLST8"	1	0.797376789375111	1
"16:2261951-2261995"	45	"BRICD5"	0	0.0438165249876706	1
"16:2264808-2267807"	3000	"PGP"	1	0.797376789375111	1
"16:2270566-2273565"	3000	"E4F1"	2	0.568113778042078	1
"16:2285743-2286724"	982	"DNASE1L2"	1	0.254404211819092	1
"16:2318413-2320875"	2463	"RNPS1"	1	0.697480908809314	1
"16:2390747-2393746"	3000	"ABCA3"	4	0.332586694959802	1
"16:2476394-2479393"	3000	"CCNF"	3	0.344649400674105	1
"16:2518499-2521498"	3000	"NTN3"	4	0.170221060567784	1
"16:2581409-2584408"	3000	"CEMP1"	3	0.336560890873099	1
"16:2584969-2587996"	3027	"PDPK1"	1	0.812022208210588	1
"16:2729494-2732474"	2981	"KCTD5"	7	0.0233562808287442	1
"16:2770216-2773215"	3000	"PRSS27"	2	0.543076308415523	1
"16:2799329-2802328"	3000	"SRRM2"	4	0.170311847745435	1
"16:2827298-2830296"	2999	"TCEB2"	3	NA	NA
"16:2837949-2839707"	1759	"PRSS33"	5	0.0079486363420486	1
"16:2864163-2867226"	3062	"PRSS21"	3	0.350274201479306	1
"16:2877172-2880367"	3195	"ZG16B"	4	0.202251325018741	1
"16:2908155-2911170"	3016	"PRSS22"	2	0.536014838174594	1
"16:2930195-2933185"	2991	"FLYWCH2"	5	0.0634008505954435	1
"16:2958979-2961998"	3019	"FLYWCH1"	5	0.0606501402205645	1
"16:3011216-3013943"	2728	"KREMEN2"	0	0.922458076277268	1
"16:3016245-3019557"	3048	"PAQR4"	4	0.152033146105355	1
"16:3030480-3033539"	3060	"PKMYT1"	3	0.313417695078437	1
"16:3059456-3062455"	3000	"CLDN9"	5	0.144968715016209	1
"16:3074274-3077273"	3000	"HCFC1R1"	1	0.768538035726156	1
"16:3086927-3088541"	1615	"CCDC64B"	1	NA	NA
"16:3093681-3096680"	3000	"MMP25"	0	0.945289551399271	1
"16:3113727-3115296"	1570	"IL32"	1	0.439803400110301	1
"16:3142861-3145860"	3000	"ZSCAN10"	1	0.778148577145523	1
"16:3159562-3162559"	2998	"ZNF205"	4	0.312890625237924	1
"16:3182056-3184922"	2867	"ZNF213"	4	0.13496136975255	1
"16:3192806-3194242"	1437	"CASP16"	2	NA	NA
"16:3251246-3254245"	3000	"OR1F1"	9	0.00749406223923041	1
"16:3285456-3288455"	3000	"ZNF200"	2	0.539468739249501	1
"16:3306627-3309626"	3000	"MEFV"	4	0.153924816324831	1
"16:3330486-3333504"	3018	"ZNF263"	8	0.00754084817992087	1
"16:3348868-3356871"	4835	"TIGD7"	6	0.163507563852618	1
"16:3402888-3405887"	3000	"OR2C1"	1	0.76969213623477	1
"16:3422283-3425282"	3000	"MTRNR2L4"	5	0.409587159674764	1
"16:3451013-3454012"	3000	"ZSCAN32"	3	0.350635576142536	1
"16:3493542-3507983"	3061	"NAA60"	2	0.787473453900706	1
"16:3545424-3546745"	348	"C16orf90"	0	0.280027255703501	1
"16:3547962-3550922"	2961	"CLUAP1"	0	0.939156565415612	1
"16:3661599-3664584"	2986	"SLX4"	1	0.763376770514706	1
"16:3767598-3770597"	3000	"TRAP1"	1	NA	NA
"16:3930727-3933120"	2394	"CREBBP"	1	0.644098302498783	1
"16:4166186-4169185"	3000	"ADCY9"	2	0.520515470164893	1
"16:4292081-4295080"	3000	"SRL"	4	0.135901687782198	1
"16:4323076-4326000"	2925	"TFAP4"	1	0.752692055235583	1
"16:4401266-4403717"	108	"PAM16"	0	0.102110327880824	1
"16:4466665-4469664"	3000	"CORO7"	3	0.300248009976051	1
"16:4472805-4475804"	3000	"DNAJA3"	2	0.522591355754297	1
"16:4588829-4591815"	2987	"CDIP1"	3	0.291734556391361	1
"16:4606443-4606489"	47	"C16orf96"	0	0.048388108758196	1
"16:4666119-4666709"	591	"UBALD1"	3	0.00219326009408624	1
"16:4671824-4674789"	2966	"MGRN1"	0	0.938938910209548	1
"16:4740694-4743706"	3012	"NUDT16L1"	1	0.771555178291137	1
"16:4817217-4820165"	2949	"ZNF500"	5	0.0512406374178408	1
"16:4838522-4841521"	3000	"SEPT12"	6	0.0536518297323683	1
"16:4852951-4855673"	2723	"ROGDI"	3	0.230109305296961	1
"16:4894911-4897630"	2720	"UBN1"	0	0.919388306650304	1
"16:4987136-4990135"	3000	"PPL"	2	0.513894758029044	1
"16:5005317-5008316"	3000	"SEC14L5"	2	0.542331701149596	1
"16:5083935-5086934"	3000	"NAGPA"	4	0.157673888653315	1
"16:5115972-5118971"	3000	"C16orf89"	0	0.954946739056476	1
"16:5118972-5121818"	2844	"ALG1"	2	0.56705341432379	1
"16:5147809-5147811"	3	"FAM86A"	0	NA	NA
"16:6533375-6533385"	11	"RBFOX1"	1	0.000220025843106101	1
"16:8622226-8625225"	3000	"TMEM114"	6	NA	NA
"16:8712544-8715543"	3000	"METTL22"	3	NA	NA
"16:8765443-8768420"	2978	"ABAT"	4	0.362327837567086	1
"16:8962866-8965862"	2997	"CARHSP1"	6	0.0932533591155316	1
"16:9057341-9060340"	3000	"USP7"	1	0.80020980771303	1
"16:10276611-10279262"	2652	"GRIN2A"	1	0.972346313930412	1
"16:10626687-10677538"	3317	"EMP2"	5	0.174169315375437	1
"16:10788802-10791801"	3000	"TEKT5"	3	0.421209059204277	1
"16:10834701-10837700"	3000	"NUBP1"	2	0.793458261046799	1
"16:10912642-10915620"	2979	"TVP23A"	1	0.798089138269265	1
"16:10968054-10971053"	3000	"CIITA"	2	0.65464458130824	1
"16:11350036-11353035"	3000	"SOCS1"	3	0.3320836014744	1
"16:11363189-11366159"	2971	"TNP2"	2	0.786644435996269	1
"16:11367452-11370451"	2952	"PRM3"	8	0.00235853790180376	1
"16:11370452-11371690"	1239	"PRM2"	0	0.704291838900381	1
"16:11375207-11378191"	2985	"PRM1"	2	0.55589968490613	1
"16:11436310-11439286"	2977	"RMI2"	2	0.567729722312531	1
"16:11585611-11588610"	809	"CTD-3088G3.8"	2	0.218042972791424	1
"16:11680759-11723813"	3748	"LITAF"	0	0.969231414606529	1
"16:11759288-11762268"	2981	"SNN"	4	0.149483069265602	1
"16:11836734-11839647"	2914	"TXNDC11"	0	0.937436500686866	1
"16:11891123-11894113"	2991	"ZC3H7A"	4	0.515471083608881	1
"16:11945442-11948441"	3000	"RSL1D1"	1	0.779338433506879	1
"16:12009777-12012824"	3048	"GSPT1"	2	0.505817237671231	1
"16:12035902-12036183"	282	"RP11-166B2.1"	0	0.245695693830618	1
"16:12055963-12058962"	3000	"TNFRSF17"	0	0.937613938195808	1
"16:12067601-12070593"	2993	"SNX29"	0	0.971131502390808	1
"16:12897874-12900743"	2870	"CPPED1"	7	0.142835155437498	1
"16:12992476-12995475"	3000	"SHISA9"	9	0.0509395989458063	1
"16:14011013-14014012"	3000	"ERCC4"	3	0.56193289824831	1
"16:14162195-14165194"	3000	"MKL2"	3	0.652851084291606	1
"16:14723787-14726786"	2923	"BFAR"	3	0.385439964734763	1
"16:14788526-14791525"	3000	"PLA2G10"	0	0.962213424845395	1
"16:14802545-14802799"	255	"NPIPA3"	0	0.266471165731307	1
"16:14841669-14841921"	253	"NPIPA2"	0	0.211753993272335	1
"16:14924642-14927536"	2895	"NOMO1"	1	0.752003356968528	1
"16:15028299-15031298"	3000	"NPIPA1"	1	0.800221569026944	1
"16:15065832-15068958"	3126	"PDXDC1"	0	0.945476268124158	1
"16:15149921-15152832"	2912	"NTAN1"	3	0.281714530247409	1
"16:15188174-15191157"	2984	"RRN3"	2	0.525327625928219	1
"16:15474904-15475150"	247	"NPIPA5"	0	0.249623123474797	1
"16:15486610-15489634"	3024	"MPV17L"	2	0.674326693961931	1
"16:15736881-15740022"	3108	"KIAA0430"	1	NA	NA
"16:15950890-15953886"	2997	"MYH11"	2	0.560507775143625	1
"16:15982472-15985446"	2975	"FOPNL"	6	0.0243149612445777	1
"16:16040433-16043432"	3000	"ABCC1"	6	0.154869676268751	1
"16:16317321-16320327"	3007	"ABCC6"	2	0.605437289642731	1
"16:16323388-16326350"	2963	"NOMO3"	5	0.0892331402451733	1
"16:16422733-16425732"	3000	"AC138969.4"	0	0.950434942313097	1
"16:16470759-16472910"	556	"NPIPA7"	0	0.47807038697149	1
"16:17564738-17567737"	3000	"XYLT1"	5	0.591411947397852	1
"16:18430593-18444124"	3280	"NPIPA8"	0	0.975924608501815	1
"16:18470696-18476187"	3082	"RP11-1212A22.4"	2	0.542973147714363	1
"16:18573533-18576433"	2901	"NOMO2"	6	0.0152814530448767	1
"16:18812841-18815840"	3000	"RP11-1035H13.3"	1	NA	NA
"16:18815841-18815856"	16	"ARL6IP1"	0	0.0183464408552739	1
"16:18937776-18940725"	2950	"SMG1"	2	0.626383665565724	1
"16:18992255-18995254"	3000	"TMC7"	2	0.517362989420502	1
"16:19076310-19079309"	2856	"COQ7"	1	0.740513343305986	1
"16:19122253-19125220"	2968	"ITPRIPL2"	4	0.140917289401171	1
"16:19176637-19179580"	2944	"SYT17"	2	0.551613862182384	1
"16:19294100-19297059"	2960	"CLEC19A"	3	0.32164884886378	1
"16:19419056-19421760"	2705	"TMC5"	1	0.775956603059041	1
"16:19533467-19536449"	2983	"GDE1"	6	0.0404006117354704	1
"16:19897489-19899150"	1662	"GPRC5B"	3	0.452538316585893	1
"16:20085239-20088099"	2861	"GPR139"	14	0.00269919499043851	1
"16:20338829-20341371"	2543	"GP2"	11	0.0270450053984907	1
"16:20416059-20417854"	1796	"PDILT"	7	0.0173406609850503	1
"16:20417855-20420854"	3000	"ACSM5"	8	0.201442218415205	1
"16:20459893-20462896"	3003	"ACSM2A"	0	0.99678111541103	1
"16:20587689-20590694"	3006	"ACSM2B"	0	0.995819740017462	1
"16:20772311-20775022"	2712	"ACSM3"	4	0.346527434293266	1
"16:20814820-20817819"	2928	"AC004381.6"	1	0.90983997452989	1
"16:20908673-20911555"	2769	"LYRM1"	1	0.880117217253473	1
"16:21166981-21169980"	3000	"TMEM159"	0	0.975172554671492	1
"16:21225831-21226066"	236	"ZP2"	0	0.254532946580958	1
"16:21242015-21244984"	2970	"ANKS4B"	6	0.0725239305962893	1
"16:21314372-21317371"	3000	"CRYM"	0	0.976299197346872	1
"16:21419289-21439698"	3350	"NPIPB3"	0	0.981510059523441	1
"16:21608554-21608668"	115	"METTL9"	0	0.124303130039077	1
"16:21663981-21666980"	3000	"IGSF6"	3	0.431676072580616	1
"16:21686834-21689833"	3000	"OTOA"	3	0.429395107198796	1
"16:21851705-21854704"	365	"NPIPB4"	1	0.0654954364939062	1
"16:21961608-21964690"	3082	"UQCRC2"	0	0.968638353603584	1
"16:22100862-22103861"	3000	"VWA3A"	0	0.949859670193237	1
"16:22177607-22178280"	217	"SDR42E2"	0	NA	NA
"16:22214602-22217601"	3000	"EEF2K"	1	0.774665395063538	1
"16:22305740-22308728"	2989	"POLR3E"	3	0.286331582545033	1
"16:22385938-22448928"	3254	"CDR2"	3	0.567974906516212	1
"16:22521894-22524893"	3000	"NPIPB5"	0	0.97648565854341	1
"16:22822859-22825496"	2638	"HS3ST2"	3	0.760032346717477	1
"16:23160628-23163590"	2963	"USP31"	3	NA	NA
"16:23191039-23194034"	2996	"SCNN1G"	3	0.618826629268003	1
"16:23310590-23359911"	3119	"SCNN1B"	3	0.580863672965149	1
"16:23464501-23467500"	3000	"COG7"	2	0.757495291369511	1
"16:23521815-23524814"	3000	"GGA2"	4	0.331155597808167	1
"16:23568671-23568681"	11	"UBFD1"	0	0.0138077975116774	1
"16:23607677-23610638"	2962	"NDUFAB1"	2	0.740309796196766	1
"16:23649791-23652790"	3000	"DCTN5"	2	0.726861919313023	1
"16:23687200-23690141"	2942	"PLK1"	2	0.710722459684457	1
"16:23724680-23727820"	3141	"ERN2"	7	0.0443916679649254	1
"16:23762947-23765946"	3000	"CHP2"	6	0.0797217161749668	1
"16:23844321-23847320"	3000	"PRKCB"	3	0.605173503338335	1
"16:24263873-24266872"	3000	"CACNG3"	3	0.528142025431033	1
"16:24548515-24551514"	3000	"RBBP6"	3	0.355050474470164	1
"16:24738048-24741032"	2985	"TNRC6A"	2	0.601356857350616	1
"16:24854552-24857160"	2609	"SLC5A11"	1	0.803632549422998	1
"16:25026652-25029674"	3023	"ARHGAP17"	4	0.237567841867566	1
"16:25120049-25123048"	3000	"LCMT1"	0	0.961743709744848	1
"16:25225284-25228240"	2957	"AQP8"	2	0.678343345548555	1
"16:25269252-25271854"	2603	"ZKSCAN2"	1	0.849629360791289	1
"16:25700346-25703345"	3000	"HS3ST4"	5	0.687265446762248	1
"16:27212295-27214814"	2520	"KDM8"	3	0.654893603533771	1
"16:27278660-27279524"	526	"CTD-3203P2.2"	0	0.478832220292837	1
"16:27322250-27325145"	2896	"IL4R"	6	0.142204667734737	1
"16:27410482-27410494"	13	"IL21R"	0	0.0157212943352205	1
"16:27561243-27561450"	208	"GTF3C1"	1	0.0334593262156706	1
"16:28074830-28077829"	3000	"GSG1L"	4	0.403494007964547	1
"16:28223190-28226189"	3000	"XPO6"	5	0.129980827985931	1
"16:28300839-28303838"	3000	"SBK1"	2	0.510593547124197	1
"16:28415200-28418164"	2965	"EIF3CL"	0	0.933981117194958	1
"16:28506855-28509454"	1948	"CLN3"	6	0.107842271456454	1
"16:28518155-28521154"	3000	"IL27"	3	NA	NA
"16:28550329-28553494"	3166	"NUPR1"	3	0.31343259272559	1
"16:28562248-28565245"	2998	"CCDC101"	3	NA	NA
"16:28608368-28611390"	3023	"SULT1A2"	7	0.0203733695654553	1
"16:28621328-28623648"	2287	"SULT1A1"	1	0.61866084894182	1
"16:28831413-28834414"	3001	"ATXN2L"	2	0.494250650053381	1
"16:28857729-28860728"	3000	"TUFM"	4	0.134457451427275	1
"16:28871124-28874878"	3153	"SH2B1"	0	0.94379951849974	1
"16:28887948-28889807"	1860	"ATP2A1"	1	0.505877462495049	1
"16:28937073-28939531"	2459	"RABEP2"	1	0.660849765616959	1
"16:28940259-28943287"	3027	"CD19"	3	0.299028810356311	1
"16:28959317-28962256"	2940	"NFATC2IP"	2	0.504897262777798	1
"16:28983095-28986075"	2981	"SPNS1"	1	0.759542848315145	1
"16:28995864-28996145"	282	"LAT"	0	0.227751005632725	1
"16:29048884-29049921"	703	"CTB-134H23.2"	0	NA	NA
"16:29415350-29418349"	3000	"NPIPB11"	6	0.0757187877354398	1
"16:29462821-29464911"	2091	"SLX1B"	0	0.857978291428884	1
"16:29472644-29472705"	62	"SULT1A4"	0	0.0561649158079241	1
"16:29481996-29482140"	145	"RP11-345J4.3"	0	0.125315496951278	1
"16:29499154-29500055"	902	"RP11-231C14.4"	0	0.567042425392704	1
"16:29671299-29674298"	3000	"SPN"	7	0.0102970347999799	1
"16:29757327-29760326"	3000	"C16orf54"	3	0.326878521305371	1
"16:29786560-29789559"	3000	"ZG16"	2	0.507522924986638	1
"16:29799057-29802290"	3110	"KIF22"	0	0.968792719435437	1
"16:29822485-29823425"	845	"PRRT2"	0	0.543854102478802	1
"16:29827201-29827283"	83	"PAGR1"	0	0.0798843607437139	1
"16:29874525-29877577"	3053	"CDIPT"	1	0.797893313286174	1
"16:29910868-29912039"	1172	"SEZ6L2"	2	0.0886273457043274	1
"16:29938356-29940544"	2189	"KCTD13"	1	0.663167750808981	1
"16:29984373-29985600"	1228	"TAOK2"	2	0.112819430577405	1
"16:30023625-30025400"	1776	"DOC2A"	1	0.532647510711486	1
"16:30031654-30034625"	2972	"C16orf92"	4	0.300882573624569	1
"16:30042580-30045185"	2606	"FAM57B"	5	0.0448579653453328	1
"16:30074097-30077096"	2825	"ALDOA"	1	0.751093556491668	1
"16:30084701-30087309"	2609	"PPP4C"	2	0.537235256355326	1
"16:30103205-30103667"	463	"TBX6"	0	0.352188875800842	1
"16:30108236-30110536"	2301	"YPEL3"	0	0.887522706316364	1
"16:30134525-30137629"	3105	"MAPK3"	0	0.961642493768208	1
"16:30191742-30194741"	3000	"CORO1A"	3	0.302273132452958	1
"16:30202237-30204253"	2017	"SLX1A"	0	0.868413353526357	1
"16:30211990-30212048"	59	"SULT1A3"	0	0.0568380289056984	1
"16:30221342-30221493"	152	"RP11-347C12.3"	0	0.127177038925456	1
"16:30257122-30260121"	3000	"RP11-347C12.1"	0	0.941341505208046	1
"16:30366682-30368420"	1739	"CD2BP2"	1	0.514132427183064	1
"16:30381585-30384584"	3000	"TBC1D10B"	2	0.567945400270352	1
"16:30384585-30386096"	1512	"MYLPF"	3	0.188637289781049	1
"16:30394171-30397170"	3000	"SEPT1"	0	0.949793964962949	1
"16:30415734-30418948"	3214	"ZNF771"	4	0.17363157804644	1
"16:30441121-30444372"	3106	"DCTPP1"	0	0.947069295295858	1
"16:30457502-30460223"	2722	"SEPHS2"	2	0.464347841115684	1
"16:30480982-30483977"	2996	"ITGAL"	2	0.53281937072749	1
"16:30569600-30572599"	3000	"AC002310.13"	1	NA	NA
"16:30572600-30572641"	42	"ZNF764"	0	0.039518870308083	1
"16:30584055-30586727"	2673	"ZNF688"	1	0.72416515766684	1
"16:30597092-30600091"	3000	"ZNF785"	1	0.780600726448792	1
"16:30621700-30624681"	2982	"ZNF689"	4	0.300491785949691	1
"16:30707461-30710460"	2939	"SRCAP"	2	0.501849763341519	1
"16:30756619-30759589"	2971	"PHKG2"	4	0.133722874608216	1
"16:30770642-30773641"	2714	"RNF40"	1	0.709412571674182	1
"16:30798523-30801522"	3000	"ZNF629"	0	0.936741101035052	1
"16:30906281-30908925"	2570	"BCL7C"	0	0.90935275310736	1
"16:30932895-30934390"	1496	"FBXL19"	0	0.759613275457615	1
"16:30960097-30960471"	375	"ORAI3"	1	0.0509735478928957	1
"16:30996437-30996530"	94	"HSD3B7"	0	0.0863892641726479	1
"16:31021949-31024828"	2880	"STX1B"	2	0.51111114650323	1
"16:31041902-31044810"	2890	"STX4"	6	0.0200010432377988	1
"16:31085641-31085741"	101	"ZNF646"	0	0.092751891898555	1
"16:31107301-31109275"	1975	"VKORC1"	0	0.842888489061663	1
"16:31116661-31119613"	2953	"BCKDK"	2	0.760756917402879	1
"16:31124550-31127073"	1457	"KAT8"	1	0.38825464859915	1
"16:31147083-31150082"	3000	"PRSS8"	1	0.770017715036105	1
"16:31161415-31164414"	3000	"PRSS36"	2	0.528585165603669	1
"16:31188430-31191429"	3000	"FUS"	4	0.136083609958896	1
"16:31212907-31213204"	258	"C16orf98"	0	NA	NA
"16:31222341-31225340"	3000	"TRIM72"	0	0.938986212828167	1
"16:31268310-31271313"	3003	"ITGAM"	0	0.976453381692169	1
"16:31363454-31366453"	3000	"ITGAX"	6	0.113185092573529	1
"16:31401632-31404631"	3000	"ITGAD"	2	0.782971554023842	1
"16:31439749-31442748"	3000	"COX6A2"	1	0.920117801627167	1
"16:31454346-31457345"	3000	"ZNF843"	0	0.977393533866057	1
"16:31467316-31470171"	2856	"ARMC5"	1	0.906171069022714	1
"16:31481405-31483378"	1974	"TGFB1I1"	0	0.936458654324124	1
