ATRX	X:76763767-77044701
CYP2D7P1	22:42538938-42543574
SDHAP3	5:1589299-1589535
SDHAP1	3:195690133-195720149
SMTNL1	11:57307113-57314169
SMTNL2	17:4495538-4510849
IMPG2	3:100945646-101042403
IMPG1	6:76631746-76785334
VWA5A	11:123984778-124016735
ATP6AP1L	5:81577215-81676899
C1orf101	1:244621672-244803420
TNIK	3:170781636-171181196
SERPING1	11:57362704-57382109
RP11-202H2.1	12:87235662-87235680
OR10A4	11:6894855-6898899
C1orf106	1:200857467-200882811
KCNU1	8:36638890-36793509
MARCKSL1	1:32800315-32804833
CYP27B1	12:58156865-58162251
LY6E	8:144096901-144108152
LY6D	8:143864610-143871007
LY6K	8:143778528-143784845
LY6H	8:144239646-144244754
OR51M1	11:5410606-5411663
OCLN	5:68785118-68853930
TYW5	2:200797768-200820458
OCLM	1:186369703-186370586
EBNA1BP2	1:43630024-43634739
DKFZP667F0711	10:6389511-6390539
TYW3	1:75198714-75229860
GPR37L1	1:202089028-202097646
RNA5SP127	3:31267764-31269020
CFC1	2:131350348-131360122
SPATA22	17:3343392-3372662
SPATA20	17:48624111-48633049
SPATA21	1:16725136-16764164
CYCS	7:25163266-25167979
SPATA25	20:44515126-44516681
RP11-119J18.1	5:135157235-135161720
TCP10L2	6:167581387-167595426
MCUR1	6:13788844-13817791
C2orf70	2:26782448-26802381
C2orf71	2:29287692-29300126
C2orf72	2:231901046-231915289
C2orf73	2:54557219-54609169
PCP4L1	1:161254130-161254348
C2orf76	2:120059959-120122250
C2orf78	2:74008314-74044171
OR52E6	11:5862092-5866126
OR52E4	11:5902522-5906548
OR52E2	11:5079858-5083856
OR52E8	11:5877894-5881931
RP11-1070N10.3	14:95981008-95985164
RP11-1070N10.5	14:96086262-96107691
SERPINA7	X:105277417-105285717
CYC1	8:145146959-145152321
AC005013.5	7:28995176-29001028
RP11-543F8.2	10:8446684-8458677
SPATA2L	16:89767242-89767600
RNU6-705P	5:180728031-180731418
RP11-37B2.1	8:90740660-90741627
AC007092.1	2:58687443-59204547
CYP39A1	6:46518026-46620522
SCAMP4	19:1902211-1924336
SCAMP5	15:75284875-75311378
SCAMP2	15:75133069-75168669
SCAMP3	1:155227759-155235049
SCAMP1	5:77653338-77771550
RTL1	14:101346979-101354183
CRYBB2P1	22:25853099-25855536
TSPAN2	1:115595924-115635120
TSPAN3	15:77339098-77366569
C7orf41	7:30174673-30204305
RP11-584P21.2	4:68281670-68312202
TSPAN7	X:38420622-38547016
TSPAN4	11:842545-866728
TSPAN5	4:99397281-99582779
TSPAN8	12:71519054-71833548
TSPAN9	12:3183520-3392347
AC137934.1	16:90252361-90260763
ZNF444	19:56649554-56674736
ZNF445	3:44488027-44522161
ZNF446	19:58987945-58992152
ZNF440	19:11922106-11944650
ZNF441	19:11874905-11892771
ZNF442	19:12460458-12479454
ZNF443	19:12540875-12551925
MIR548H5	6:132113314-132113423
MIR548H4	8:26904569-26904898
L3MBTL1	20:42133319-42169844
L3MBTL3	6:130336727-130460980
L3MBTL2	22:41598312-41626365
L3MBTL4	18:5956171-6417909
SERAC1	6:158532326-158589301
CINP	14:102814820-102829228
RASD2	22:35934351-35948153
RASD1	17:17397063-17402708
PSENEN	19:36236014-36237910
AP000344.3	22:23779511-23779828
RP11-130L8.2	2:20784085-20784556
TRABD	22:50622514-50637691
FAM175A	4:84382117-84444404
FAM175B	10:126487353-126523631
THBS2	6:169617776-169657136
THBS3	1:155162748-155178684
THBS1	15:39870292-39887732
RP11-865B13.1	18:6511433-6590631
MIR4255	1:37627124-37627274
MYL10	7:101256746-101275575
DSTN	20:17547598-17591320
AP1G1	16:71766931-71845975
AP1G2	14:24028874-24035621
BUD31	7:99006298-99013948
IGHV4-28	14:106780432-106781084
OR5M8	11:56257813-56261845
OR5M9	11:56229849-56233876
OR5M3	11:56236970-56241013
OR5M1	11:56379937-56383977
XKRX	X:100169271-100186897
LINC00669	18:36850988-37256830
LINC00668	18:6922959-6923280
RP11-286H14.4	7:128766567-128767777
RP11-156E8.1	1:245132650-245134389
LINC00661	19:16129608-16131222
LINC00662	19:28218671-28239834
AC092364.4	19:21882045-21882357
MIR5702	2:227523311-227525546
MIR5700	12:94954641-94954944
GRAP	17:18922703-18953335
NPVF	7:25264657-25271104
RP1-140A9.1	1:1825495-1825525
RP11-81A22.5	17:4704790-4704875
RP3-473L9.4	12:111836488-111836653
GOLM1	9:88642649-88717509
XKR5	8:6663568-6696165
XKR4	8:56012016-56436887
XKR7	20:30552804-30585336
XKR6	8:10755477-11061874
XKR3	22:17264487-17305588
XKR9	8:71581409-71646705
XKR8	1:28283503-28293753
RP11-18H21.2	4:153071307-153071434
RP11-18H21.1	4:153023306-153023604
RP11-451M19.3	10:111701295-111713670
HSP90AA1	14:102544860-102568531
PALD1	10:72239930-72324301
SCP2	1:53389900-53516413
CALML3-AS1	10:5553515-5553673
NNAT	20:36149620-36151172
RP4-734C18.1	20:11242203-11242302
RAB37	17:72667638-72743438
AMTN	4:71381297-71398230
RAB35	12:120536594-120557642
RAB34	17:27041300-27043112
HJURP	2:234746140-234766211
RAB32	6:146861827-146875811
RAB31	18:9705227-9859408
RAB30	11:82693181-82785883
RAB38	11:87847094-87911634
DOK2	8:21766752-21774180
WDR93	15:90241908-90286852
DOK1	2:74781212-74782016
DOK6	18:67065289-67508683
DOK7	4:3462032-3502658
DOK4	16:57507282-57523384
DOK5	20:53089265-53267094
C19orf66	19:10197019-10203556
YPEL4	11:57413415-57420416
RAB3D	19:11436069-11456935
RAB3C	5:57875938-58156809
RAB3B	1:52385607-52459435
RAB3A	19:18308262-18317873
ZBTB49	4:4291896-4323145
ARMC6	19:19141386-19173309
ARMC7	17:73103081-73128264
ARMC4	10:28101379-28290976
RP11-406A20.4	9:92785629-92785889
ARMC2	6:109166618-109294809
ARMC3	10:23213953-23326475
ARMC1	8:66516554-66549441
YPEL3	16:30103668-30110536
PDCD6IP	3:33837065-33908051
ZDHHC8P1	22:23731898-23743497
GDNF	5:37815674-37839205
ACTL6B	7:100240718-100257083
WNT16	7:120965393-120979463
WNT11	11:75898051-75920899
RANGRF	17:8188968-8193367
HSPA2	14:65004185-65009544
HSPA6	1:161491035-161496320
HSPA5	9:127996334-128006608
HSPA4	5:132384661-132440193
HSPA9	5:137891639-137914132
WDR90	16:701547-715083
AC027763.2	17:6888669-6918585
LIFR	5:38481618-38598505
KIAA0907	1:155882832-155905032
ANP32BP1	15:75614088-75614894
PPP2R2D	10:133753452-133769514
PPP2R2A	8:26149218-26232280
PPP2R2C	4:6324944-6566384
PPP2R2B	5:145969459-146460890
CEP89	19:33370017-33460153
GC	4:72607490-72672757
AC007246.3	2:39683863-39800828
CEP85	1:26557692-26605298
AC005780.1	19:28816303-28816674
HNRNPDL	4:83347133-83351713
NTHL1	16:2089872-2100866
Z98044.1	1:9335684-9335929
RP11-244B22.11	16:34377842-34378194
TTR	18:29168729-29178695
TTK	6:80711321-80751983
MYPN	10:69866189-69970261
TTN	2:179391689-179675149
TMEM260	14:57043510-57114364
TMEM261	9:7798428-7802798
RP11-622K12.1	X:56756945-56840426
AC009410.1	2:229407285-229407449
SFT2D3	2:128455596-128459059
RP11-449D8.5	18:22428903-22508935
SFT2D1	6:166733622-166758990
RP11-449D8.1	18:22235986-22237387
TOP1	20:39654461-39751969
TMEM190	19:55885203-55889611
TMEM192	4:166000754-166103798
TMEM196	7:19761600-19815403
RP11-718B12.2	11:82516382-82517044
TMEM198	2:220408419-220414594
TMEM199	17:26681602-26695680
RP5-968D22.1	1:168368319-168383104
FOXC2	16:86597856-86602508
FOXC1	6:1607680-1612420
MIR4289	9:91360703-91360875
SHROOM3	4:77353252-77705446
SHROOM2	X:9751495-9915048
SHROOM1	5:132158458-132167100
MIOX	22:50924869-50928387
PRR23C	3:138762618-138763312
SHROOM4	X:50339632-50560043
MIOS	7:7604062-7646855
PELI1	2:64321773-64374587
PELI3	11:66231335-66243683
PELI2	14:56582092-56763960
F11-AS1	4:187249964-187250183
MYEOV	11:69062760-69183169
RP11-973H7.1	18:12777546-12777687
GVINP1	11:6742111-6766296
SRPK1	6:35803012-35891956
RP11-538I12.3	16:77281808-77282040
SRPK3	X:153038865-153053593
SRPK2	7:104758253-105032340
BDKRB1	14:96722160-96734931
BDKRB2	14:96668134-96707925
RP11-280O1.2	1:165470803-165506897
RP11-493L12.5	12:47749692-47755451
RP11-493L12.3	12:47661404-47672220
RP11-346C20.3	16:73096617-73096907
AC079412.1	16:54580213-54580654
KIAA0125	14:106382686-106388495
RDH8	19:10124147-10132522
RDH5	12:56111180-56115884
UXS1	2:106710402-106813794
TMEM212-IT1	3:171611346-171611618
ZNF724P	19:23405128-23436171
CLEC10A	17:6978321-6986599
RPN2	20:35804455-35869866
RP11-13P5.1	6:159525910-159540084
NAP1L5	4:89618024-89619385
CYP4F8	19:15728716-15740281
PES1	22:30972988-31000136
NOSTRIN	2:169655890-169721539
AC005324.6	17:15652185-15652531
AC005324.7	17:15668103-15669042
CYP4F2	19:15989493-16011883
CYP4F3	19:15748706-15775332
ASB2	14:94400934-94446075
ASB3	2:53992706-54090169
ASB1	2:239332625-239355219
ASB6	9:132400000-132407443
ASB7	15:101142445-101188727
ASB4	7:95111847-95167144
ASB5	4:177136681-177193372
ASB8	12:48543150-48554376
ASB9	X:15262570-15291292
SAG	2:234213465-234255659
ATP5SL	19:41937222-41948840
AC004231.2	17:39096829-39110403
DGCR6L	22:20300429-20310602
RP11-386G11.10	12:49528178-49528303
CTD-3064M3.1	8:142355987-142356285
CTD-3064M3.7	8:142444620-142450567
TMEM44	3:194309195-194357149
TMEM47	X:34648403-34678404
TMEM40	3:12776176-12810785
TMEM43	3:14166358-14183302
TMEM42	3:44900407-44906750
CTD-2545M3.8	19:50990087-50993894
OR52K2	11:4467524-4471547
NHLH1	1:160333860-160344716
CTD-2545M3.6	19:50919055-50931650
ZNF600	19:53268339-53293023
ZNF606	19:58488419-58514716
ZNF607	19:38186507-38213690
ZNF605	12:133501896-133535891
TREX2	X:152710117-152739044
ITIH5	10:7604984-7711960
ZNF608	5:123973546-124083864
ZNF609	15:64753430-64973634
PIRT	17:10728469-10744417
GCA	2:163174040-163215713
OR1C1	1:247920670-247924707
GCG	2:162999730-163011913
RP11-216L13.17	9:139685830-139695046
OR11H12	14:19374593-19378655
GCK	7:44183872-44228703
RP11-459I19.1	2:219683783-219684103
RP4-669B10.3	7:143654019-143654024
PROZ	13:113809967-113828833
AZGP1	7:99564675-99576779
CTCF	16:67593309-67671801
GPR110	6:46967888-47013081
PROC	2:128173001-128186555
AC013394.2	15:93424688-93425222
NUTF2	16:67880634-67906469
PRSS30P	16:2888274-2895472
CYLC1	X:83113169-83129686
CYLC2	9:105754592-105768067
MIR548M	X:94318066-94318325
TSPY6P	Y:9321920-9327663
PRPF40B	12:50018649-50031665
PRPF40A	2:153512762-153574494
ENKUR	10:25271520-25302584
TNFSF8	9:117656253-117695696
GPCPD1	20:5528264-5594671
RNU6-535P	10:7526565-7526720
SEPHS2	16:30455529-30460223
SEPHS1	10:13361096-13393296
RPS4X	X:71492569-71500140
SLMO2	20:57608198-57620900
SLMO1	18:12404894-12429578
DLST	14:75345594-75369079
IL1F10	2:113825325-113836405
SDCBP2	20:1290992-1311227
SNAPIN	1:153628144-153633839
VASN	16:4421848-4432984
NBPF16	1:148736441-148756806
NBPF15	1:148557846-148594762
NBPF14	1:148000700-148026037
RP11-1035H13.3	16:18801582-18815840
NBPF11	1:146034040-146079846
NBPF10	1:145325217-145368812
VASP	19:46008560-46029498
PAPOLG	2:60980364-61024371
PAPOLA	14:96965712-97031444
PAPOLB	7:4899456-4901624
LYPLAL1	1:219344191-219385128
ZSCAN32	16:3432786-3454012
ZSCAN31	6:28293872-28321730
ZSCAN30	18:32843215-32873195
C9orf37	9:140510021-140510441
RP11-95H11.1	2:207688094-207688232
RP11-280G9.1	8:62679637-62680131
CYP51A1	7:91742914-91766839
WDR62	19:36549658-36595940
CDNF	10:14861905-14870334
ASRGL1	11:62101918-62159793
WDR61	15:78575713-78594939
WDR66	12:122359112-122444822
WDR64	1:241815716-241964590
WDR65	1:43636418-43719931
RP11-881M11.8	11:60824109-60824437
SLC25A3	12:98984402-98995373
SLC25A2	5:140682411-140686611
SLC25A1	22:19163577-19166983
TONSL	8:145654189-145672811
RP11-881M11.2	11:60677060-60677060
SLC25A6	X:1505397-1514176
SLC25A5	X:118599362-118604996
RP11-881M11.1	11:60677776-60678060
AC138647.1	8:142524667-142528881
TTC23L	5:34836268-34899597
KIF5A	12:57941114-57981984
KIF5B	10:32301569-32348358
KIF5C	2:149629817-149868278
AC002463.3	7:112322357-112322456
MASP1	3:186937787-187012809
MASP2	1:11086906-11110289
IFNGR1	6:137517811-137543566
IFNGR2	21:34772201-34809310
CMIP	16:81475774-81743472
CDK1	10:62535211-62553768
IARS2	1:220266804-220316529
USP49	6:41764210-41866098
ECSCR	5:138837113-138845319
USP45	6:99883562-99966251
USP44	12:95907374-95945619
USP47	11:11859969-11977818
USP46	4:53463624-53528501
USP41	22:20720778-20745159
USP40	2:234385955-234477235
USP43	17:9549776-9632382
USP42	7:6141549-6200315
HCP5	6:31391391-31433770
RP11-214L13.1	18:53567879-53568821
RP11-504P24.8	1:224139543-224142266
RP5-898J17.1	1:96822793-96832475
RAD50	5:131889615-131981481
FAM203A	8:145189671-145194539
FAM203B	8:145434879-145439747
GGTA1P	9:124260561-124265035
BLM	15:91257578-91361691
PPP1R10	6:30569260-30585484
TPRG1L	1:3538564-3545183
TEDDM1	1:182368710-182372750
VAT1L	16:77819482-78011679
IGKV4-1	2:89184918-89185826
BLK	8:11348520-11421705
RPS7	2:3619852-3628540
RPS6	9:19376297-19383234
RPS5	19:58895635-58908502
RPS3	11:75107561-75134955
RPS2	16:2014976-2016873
VDAC3	8:42246344-42263035
VDAC2	10:76966911-76990748
VDAC1	5:133308449-133343823
RPS9	19:54701725-54714084
RPS8	1:45238245-45243370
KIAA1456	8:12800182-12889028
IGSF23	19:45113939-45138857
IGSF22	11:18727338-18745863
IGSF21	1:18431239-18704028
MIR5007	13:55748531-55748786
RPSA	3:39445203-39454057
TAPBP	6:33266535-33285030
ADRB1	10:115800805-115805349
ADRB2	5:148203155-148207665
ADRB3	8:37821535-37827183
AC104037.1	8:33051593-33051836
RP11-797A18.4	15:77332767-77333146
MCM3AP	21:47655107-47706249
TCF23	2:27368944-27375895
RP11-107D24.2	15:24544597-24546636
RPL29	3:52028913-52032957
RPL28	19:55894302-55914569
RPL24	3:101399867-101408562
RPL27	17:41147445-41157975
RPL26	17:8285635-8289530
RPL21	13:27822691-27830886
RPL23	17:37006480-37013052
RPL22	1:6243183-6263233
ATG3	3:112251479-112280809
ATG7	3:11311100-11596380
ATG5	6:106634358-106776665
AC023115.2	2:67332998-67518063
ZNF423	16:49525070-49893277
AC068286.1	2:15027569-15049576
AC096645.1	1:203965653-203965915
ZUFSP	6:116956916-116992956
MZF1	19:59073298-59087941
RALGAPB	20:37098485-37206846
IGLV4-3	22:23213477-23214299
RNU6-27P	20:17168849-17169054
RP13-1039J1.4	2:111144053-111145045
RP13-1039J1.3	2:111204180-111204836
RP11-30K9.6	15:59060392-59060510
RP11-830F9.6	16:89006538-89017855
SNRNP35	12:123941385-123950906
AC002310.13	16:30546325-30572599
ACYP1	14:75517236-75533735
ACYP2	2:54200977-54532003
ACSL3	2:223722731-223806425
ACSL1	4:185678226-185750214
ACSL6	5:131280306-131350354
LINC00431	13:111633428-111642576
ACSL4	X:108883544-108979620
ACSL5	10:114132955-114190726
ZNF890P	7:5171199-5175197
TRIM39	6:30294087-30294356
TRIM38	6:25960070-25983994
RP11-14N7.2	1:148932835-148933425
TRIM33	1:114940263-115056780
TRIM32	9:119449580-119462045
HP	16:72085507-72094952
TRIM37	17:57060093-57186449
TRIM36	5:114462171-114519242
RP11-1212A22.4	16:18450741-18476187
TRIM34	11:5653490-5653551
C14orf37	14:58471372-58621846
NEBL	10:21074616-21462822
RP11-317J10.4	8:86442500-86442765
ATF4P4	11:113660018-113662176
RP11-317J10.2	8:86371693-86371841
ZNF585A	19:37642410-37666614
ZNF585B	19:37676043-37704450
INTS9	8:28625601-28745139
INTS8	8:95832533-95893858
NEDD9	6:11185376-11385286
FPGT-TNNI3K	1:74660924-74930475
DNAJC30	7:73095297-73097896
IFIT1B	10:91134812-91144556
UQCC2	6:33665406-33682503
IQCF6	3:51812606-51813050
IQCF5	3:51907665-51909608
IQCF2	3:51895611-51897398
IQCF3	3:51863401-51864873
IQCF1	3:51928833-51937322
P2RY10	X:78197828-78217037
NEURL2	20:44517271-44519907
NEURL3	2:97164881-97174081
NEURL4	17:7221883-7233866
AP000233.4	21:26701474-26701860
PROX1	1:214158859-214209246
PROX2	14:75321771-75333536
CTC-444N24.6	19:57781317-57781664
ATCAY	19:3877617-3931076
CTD-2277K2.1	14:62331398-62332173
TRAV12-1	14:22309325-22310038
TRAV12-3	14:22433634-22434362
TRAV12-2	14:22356042-22356776
RP11-379F12.4	10:8090502-8090654
DECR2	16:450759-461709
BRE	2:28113629-28561438
RP11-761E20.1	X:115083190-115083553
TFF1	21:43783290-43789643
TFF2	21:43766505-43774207
TFF3	21:43729716-43738705
HSP90AA6P	4:171525894-171525991
TMPRSS9	19:2386783-2426190
RP11-864I4.4	11:62317307-62317331
KLB	4:39405472-39450399
TMPRSS2	21:42839575-42882991
TMPRSS3	21:43792673-43819199
TMPRSS4	11:117944751-117988703
TMPRSS5	11:113558824-113580067
TMPRSS6	22:37462026-37502692
TMPRSS7	3:111753641-111803011
RP11-894J14.5	3:53084228-53107486
ABCC12	16:48117621-48183680
ABCC13	21:15643119-15647117
ABCC10	6:43392291-43420888
ABCC11	16:48201030-48278205
TRIM16L	17:18602402-18639431
RP11-54O7.16	1:839742-841209
COMMD8	4:47453642-47468675
COMMD9	11:36296130-36311071
COMMD2	3:149459239-149473285
COMMD3	10:22602311-22609099
COMMD1	2:62129802-62363147
COMMD6	13:76100608-76114990
COMMD7	20:31291074-31334802
COMMD4	15:75625373-75632462
COMMD5	8:146075955-146081450
ZMYM2	13:20529809-20660241
ZMYM3	X:70460672-70477037
ZMYM1	1:35541971-35580930
ZMYM6	1:35444132-35500568
ZMYM4	1:35731567-35885314
ZMYM5	13:20398525-20440775
DEPDC1B	5:59893498-59998987
SHFM1	7:96113032-96342202
RP11-648K4.2	15:88021102-88072455
CTB-138E5.1	5:134791970-134792407
RP11-429E11.3	20:60293749-60294239
ANO8	19:17435514-17448351
ANO9	11:418261-445010
ANO4	12:101185373-101520902
ANO5	11:22211721-22301377
ANO6	12:45606769-45833773
ANO7	2:242124923-242163665
ANO1	11:69921407-70034136
ANO2	12:5672416-6055037
ANO3	11:26223139-26682059
COL3A1	2:189836098-189876602
HIP1R	12:123317038-123346376
CTD-2228K2.5	5:471859-476212
RP11-586K12.11	16:32661185-32661349
GTF2B	1:89318871-89360300
GTF2I	7:74069029-74173265
AC100791.2	17:77783960-77787572
RP11-64K12.10	15:40669844-40670189
CHUK	10:101948091-101992343
CSGALNACT2	10:43630933-43679072
CSGALNACT1	8:19263244-19592018
MIR3179-2	16:16394040-16394171
C5orf17	5:23976001-23980160
C5orf15	5:133290147-133307405
MIR3179-3	16:18505674-18505804
AP001597.1	21:27809791-27810077
POLR2F	22:38346702-38437243
MYZAP	15:57881137-57976748
MIR133BHG	6:52009080-52013883
ASH2L	8:37960010-37996667
RP11-318K12.2	9:66720754-66721055
CTD-2005H7.2	11:86447031-86455148
FTHL17	X:31089171-31093169
C21orf128	21:43519242-43531643
SAMSN1-AS1	21:15962242-15962602
RGMB	5:98101998-98129561
RGMA	15:93588192-93633691
UTF1	10:135040777-135044997
RP3-323P13.2	6:133874376-134207273
FAM110B	8:58904112-59067924
POLR2K	8:101160680-101165588
RP11-23B15.1	9:100565578-100566263
GRID1	10:87361928-88129234
GRID2	4:93511220-94693754
ST7L	1:113068634-113161805
CYP2C9	10:96695414-96748853
CYP2C8	10:96795213-96832253
APOBEC3H	22:39490228-39499818
APOBEC3D	22:39416357-39428415
APOBEC3G	22:39462079-39486747
APOBEC3F	22:39433672-39448783
APOBEC3A	22:39347787-39358593
APOBEC3C	22:39407264-39416356
APOBEC3B	22:39375404-39388528
C10orf67	10:23607707-23633761
OR10P1	12:56027675-56031699
C10orf62	10:99349449-99350457
C10orf68	10:32854400-33165371
DHFR	5:79924811-79950801
GIPR	19:46168501-46185206
LPIN2	18:2916276-3014944
LPIN3	20:39966559-39987566
LPIN1	2:11817718-11970534
MFI2	3:196730652-196759686
AC113608.1	2:15949826-15950072
CLSTN1	1:9791977-9887549
BATF3	1:212860178-212876326
KLHDC7B	22:50986523-50986538
KLHDC7A	1:18804423-18809817
MUSTN1	3:52867129-52869014
NUP35	2:183986082-184025887
NUP37	12:102468045-102513901
WHAMMP3	15:23191411-23201718
WHAMMP2	15:28989915-29000160
SLC1A4	2:65212868-65248302
CYP11B2	8:143993311-144002258
CYP11B1	8:143955695-143964235
SLC1A7	1:53554544-53611288
SLC1A1	9:4487442-4585630
SLC1A2	11:35276237-35444104
SLC1A3	5:36603456-36690875
RSPH4A	6:116934641-116953649
RP11-101C11.1	1:55683786-55691437
MIR503HG	X:133680263-133680777
MIPEP	13:24304376-24465425
CCNL1	3:156864202-156881481
CCNL2	1:1322583-1337285
SSX2B	X:52777316-52790192
NOMO2	16:18509699-18576433
NOMO3	16:16323388-16390148
NOMO1	16:14924642-14991541
BAZ1A	14:35222652-35347852
BAZ1B	7:72856387-72939607
LEAP2	5:132206357-132210355
TRAF3IP2-AS1	6:111808996-111874654
LELP1	1:153177150-153177502
SLC2A9	4:9827960-10053335
SLC2A8	9:130156464-130169781
SLC2A7	1:9063294-9089403
SLC2A6	9:136337046-136347258
SLC2A5	1:9097573-9132774
SLC2A4	17:7182053-7189982
SLC2A3	12:8069103-8091870
SLC2A2	3:170712511-170747538
SLC2A1	1:43388598-43427529
RP11-440D17.3	2:96190957-96191056
MIR3976	18:5840602-5840919
OR6F1	1:247875027-247879056
TBC1D3B	17:34493257-34506987
TBC1D3C	17:34581296-34734298
TBC1D3F	17:36280969-36294695
TBC1D3G	17:34797395-34806695
TBC1D3H	17:34746337-34755635
SMLR1	6:131146265-131156181
LINC00237	20:21082915-21083088
RP11-1396O13.13	4:9385626-9390822
CEACAM1	19:43013191-43035660
ATRIP	3:48485616-48506307
CEACAM3	19:42297533-42315377
CEACAM5	19:42209529-42231321
CEACAM4	19:42125588-42136441
CEACAM7	19:42181264-42195095
CEACAM6	19:42256397-42270270
CEACAM8	19:43087327-43102081
GTF2IRD1	7:73865119-74016802
GTF2IRD2	7:74210924-74270840
KRT18P55	17:26601737-26635664
RP11-219A15.1	17:16593674-16705821
IQUB	7:123092736-123152438
RP11-219A15.4	17:16721423-16722853
TBC1D30	12:65176069-65269649
TBC1D31	8:124081919-124167053
TBC1D32	6:121398602-121658625
C20orf144	20:32250089-32251453
FZD9	7:72845108-72850121
CREBBP	16:3777606-3933120
TRNAU1AP	1:28876595-28904131
TMEM126A	11:85356019-85367607
TMEM126B	11:85336627-85347359
RP11-363E7.3	9:19460851-19463480
PLCZ1	12:18836127-18876534
GSG1L	16:27818773-28077829
AC011747.3	2:8686802-8713977
AC011747.6	2:8743062-8743374
AC011747.4	2:8726255-8726638
GORASP2	2:171782034-171822672
RP11-385E5.5	13:19981853-19982167
RP11-356I2.4	6:138148088-138184725
RP11-356I2.1	6:138048379-138057837
LINC00900	11:115632210-115632333
LINC00907	18:39768387-40040350
LINC00908	18:74237610-74292737
LINC00909	18:72258106-72258531
PDC	1:186413084-186433238
TAF9B	X:77387076-77398178
RP11-394A14.2	13:64406733-64417824
SF3B5	6:144415755-144419753
SF3B4	1:149895290-149903235
SF3B1	2:198256949-198302770
SF3B3	16:70557468-70611819
SF3B2	11:65815652-65831269
FOXN4	12:109717034-109750024
CNIH1	14:54894482-54911147
CNIH3	1:224622684-224925306
CNIH2	11:66047963-66048290
NSMCE4A	10:123718785-123734775
CNIH4	1:224541594-224559196
OR5M10	11:56344155-56348196
RLIM	X:73802844-73837451
MLN	6:33762519-33774787
RP11-398C13.6	10:14917781-14917859
MLX	17:40721295-40721330
NAT8L	4:2058238-2065893
FAM195B	17:79779685-79792872
FAM195A	16:691958-701328
RP11-10A14.6	8:9040808-9041223
RP11-10A14.4	8:9009312-9012630
ADD3	10:111764710-111893428
ADD2	2:70890505-70997846
ADD1	4:2842875-2934788
PKD2L2	5:137223217-137278973
PKD2L1	10:102047909-102093242
CCDC147-AS1	10:106109391-106109844
CWC27	5:64061771-64314146
MIR1270-1	19:20508181-20510265
CWC22	2:180809826-180874779
FMOD	1:203311388-203323288
FMO2	1:171151387-171178150
FMO3	1:171057017-171086637
FMO1	1:171214662-171257399
CASZ1	1:10695292-10859706
FMO4	1:171280485-171311047
FMO5	1:146656044-146700229
SH2D2A	1:156774361-156789639
PRR14L	22:32072744-32149116
AC097495.3	2:69062806-69062947
IFRD2	3:50325647-50330348
RP11-9G1.3	4:134046476-134046583
RP11-120D5.1	X:11126405-11126418
RGP1	9:35748222-35749986
AKNA	9:117099341-117159684
RP11-161H23.9	12:49695691-49714016
AC103564.7	2:132585418-132592380
RP11-693J15.4	12:92831311-92839431
AC019294.1	15:76031404-76032932
RP11-359E19.2	8:39976616-39976840
RP11-359E19.1	8:39964054-39964402
SPRR2E	1:153065941-153070000
SPRR2D	1:153012520-153016593
SPRR2G	1:153122340-153126344
SPRR2F	1:153084911-153088988
SPRR2A	1:153028916-153032987
SPRR2B	1:153043006-153113181
RP1-167F1.2	6:19533421-19819444
SHQ1	3:72799384-72900597
STX1A	7:73115006-73136988
STX1B	16:31004141-31024828
SRGN	10:70844860-70863969
SPATA31C1	9:90529386-90538510
LSM3	3:14217227-14239707
KRT80	12:52565128-52588783
KRT81	12:52679912-52685317
KRT82	12:52789771-52803138
KRT83	12:52708280-52718181
KRT84	12:52774090-52782416
KRT85	12:52754511-52764264
KRT86	12:52645953-52702472
TSEN2	3:12523009-12574270
CCDC134	22:42195458-42221908
RP11-2B6.3	9:96928144-96929409
RP11-2B6.2	9:96938163-96941310
SPACA7	13:113027650-113088968
FAIM	3:138324541-138351995
STX11	6:144468661-144508640
STX10	19:13254901-13261051
STX12	1:28096693-28153212
STX17	9:102665914-102731024
STX16	20:57223326-57223487
STX19	3:93733212-93747453
STX18	4:4417737-4546754
AC079779.4	2:291296-291307
LINC00575	4:83533269-83533368
LINC00574	6:170203616-170204007
LINC00577	6:105388916-105389636
OR9G4	11:56507791-56514286
MOSPD2	X:14891191-14937912
MOSPD1	X:134023107-134052296
OR9G1	11:56464863-56468890
PAN3	13:28709642-28866753
PAN2	12:56713120-56730836
DPP8	15:65739151-65813034
DPP9	19:4673382-4726854
FRG2C	3:75710480-75719119
DPP3	11:66244879-66272314
DPP4	2:162849739-162934051
SUOX	12:56389870-56398821
DPP6	7:153584648-154684266
DPP7	9:140004994-140012169
RP3-462D8.2	22:25678876-25679090
IK	5:140030230-140042062
PHF5A	22:41856355-41862131
OTOR	20:16726002-16731852
HS1BP3	2:20817016-20853848
NOC3L	10:96093872-96125682
RP11-508M8.1	5:124473210-124473535
PABPC5-AS1	X:90679234-90679421
ESCO2	8:27630151-27661052
ESCO1	18:19110212-19183692
RP11-295D22.1	9:122257690-122285314
ZNF300P1	5:150310427-150326538
AC008281.1	2:220771085-220772609
POM121L7	22:21474048-21482049
POM121L2	6:27276802-27280028
H2AFB3	X:154689078-154692595
H2AFB2	X:154607427-154610943
NDUFB11	X:47001613-47004902
NDUFB10	16:2006551-2014975
GOT2	16:58743254-58771245
GOT1	10:101157207-101193380
OR2T8	1:248081319-248085345
